Site_ID,Data_Type,Data_Supplier,Date,Easting,Northing,Total_Dissolved_Solids_mg_L,Turbidity_NTU,Alkalinity_as_Calcium_Carbonate_mg_L,Chloride_mg_L,Silica_Reactive_mg_L,Ammonia_as_N_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrogen_Total_as_N_mg_L,Phosphorus_Total_as_P_mg_L,pH_field,Dissolved_Organic_Carbon_mg_L,Total_Organic_Carbon_mg_L,Chlorophyll_a_mg_m3,Chlorophyll_b_mg_m3,Pheophytin_a_mg_m3,Total_Algae_Cell_Count_cells_mL,Total_Biovolume_mm3_L
Parnka Point,Laboratory,AWQC,18/02/02020,355237,6025730,118000,22,199,51900,1.66,0.047,0.002,6.6,0.295,7.7,25.7,34.1,50.2,,8.28,,
Parnka Point,Laboratory,AWQC,17/03/2020,355237,6025730,133000,36,215,67400,2.51,0.103,0.005,6.73,0.299,7.8,30.1,38.3,52.7,,20.1,,
Parnka Point,Laboratory,AWQC,15/04/2020,355237,6025730,62400,6.8,183,31100,0.49,0.014,0.003,2.38,<0.005,8.3,13.8,17.1,13.6,,3.05,,
Parnka Point,Laboratory,AWQC,12/05/2020,355237,6025730,46200,6.2,166,24000,0.41,0.023,0.004,1.62,0.132,8.1,7.8,9.7,11.6,,4.56,,
Parnka Point,Laboratory,AWQC,11/06/2020,355237,6025730,78300,16,196,42600,0.44,0.007,0.003,3.17,0.23,8,17.8,21.6,18.3,,3.49,,
Parnka Point,Laboratory,AWQC,24/06/2020,355237,6025730,79500,9.1,193,41800,0.31,0.008,0.008,3,0.085,8.1,18.1,21.1,16.8,,5.1,,
Parnka Point,Laboratory,ALS,7/07/2020,355237,6025730,78300,7.8,196,,<0.05,0.01,<0.01,2.9,1.14,8.59,17,23,4,<1,<1,850276,
Parnka Point,Laboratory,ALS,22/07/2020,355237,6025730,57600,7.4,191,31400,<0.05,<0.02,<0.01,2.5,0.38,8.6,12,14,2,<1,1,384370,
Parnka Point,Laboratory,ALS,5/08/2020,355237,6025730,83700,12,202,45100,<0.05,0.03,<0.01,3.3,1.21,8.63,24,27,2,<1,<1,398290,11.65
Parnka Point,Laboratory,ALS,26/08/2020,355237,6025730,61800,6.5,203,36400,<0.05,<0.02,<0.01,2.9,0.3,8.66,17,19,4,<1,<1,249210,12.24
Parnka Point,Laboratory,ALS,9/09/2020,355237,6025730,68500,24.1,189,36900,<0.10,<0.02,<0.01,3.6,0.51,8.65,25,28,8,<1,<3,530309,9.4
Parnka Point,Laboratory,ALS,30/09/2020,355237,6025730,74100,17.9,201,42500,<0.05,<0.02,<0.01,3.3,0.46,8.64,,30,8,<2,3,3737944,278.91
Parnka Point,Laboratory,ALS,21/10/2020,355237,6025730,82400,17.6,247,40900,0.12,<0.02,<0.01,4.5,1.4,8.41,26,34,8,<1,1,2095692,47.93
Parnka Point,Laboratory,ALS,17/11/2020,355237,6025730,73100,17.3,231,42000,0.91,<0.02,<0.01,3.1,1.07,8.52,25,30,9,<2,3,1098784,7.92
Parnka Point,Laboratory,ALS,1/12/2020,355237,6025730,86200,79.8,191,42900,0.86,<0.02,<0.01,4.6,0.96,8.33,28,36,22,<10,21,1482143,11.51
Parnka Point,Laboratory,ALS,3/02/2021,355237,6025730,106000,27,225,65800,3.87,<0.02,<0.01,<10.0,2.47,7.83,42,55,14,<2,4,1399127,12.85
Parnka Point,Laboratory,ALS,24/02/2021,355237,6025730,67300,11,197,54600,1.79,<0.02,<0.01,2.3,2.32,8.04,,,10,<1,5,399281,12.84
Parnka Point,Laboratory,ALS,17/03/2021,355237,6025730,80700,10.8,182,44600,1.3,<0.02,<0.01,2.5,2.87,9,26,29,7,<1,<1,500958,5.85
Parnka Point,Laboratory,ALS,7/04/2021,355237,6025730,55500,13.1,158,31300,0.13,<0.02,<0.01,0.8,0.28,8.53,21,20,2,<1,<1,214405,7.58
Parnka Point,Laboratory,ALS,12/05/2021,355237,6025730,52900,13.2,197,38500,0.53,<0.02,0.01,2.4,0.92,8.64,25,28,5,<1,2,236685,8.05
Parnka Point,Laboratory,ALS,21/06/2021,355237,6025730,64200,7.5,168,33400,0.45,<0.02,<0.01,2.3,1.7,7.35,19,22,6,<1,1,745827,7.5
Parnka Point,Laboratory,ALS,28/06/2021,355237,6025730,46900,6.3,188,30100,0.22,<0.02,<0.01,2,0.18,7.22,14,,6,<1,1,264778,2.79
Parnka Point,Laboratory,ALS,13/07/2021,355237,6025730,61000,5.7,200,40900,0.21,<0.02,<0.01,0.7,0.22,7.49,22,25,5,<1,<1,66005,2.85
Parnka Point,Laboratory,ALS,9/08/2021,355237,6025730,72100,10.5,178,41600,0.45,<0.02,0.01,3,0.28,8.25,23,28,9,<1,3,1205797,8.82
Parnka Point,Laboratory,ALS,24/08/2021,355237,6025730,70400,23.6,210,38500,0.5,<0.02,<0.01,1.7,0.58,7.54,22,27,9,<2,<2,430095,3.27
Parnka Point,Laboratory,ALS,8/09/2021,355237,6025730,73900,18.5,200,42500,0.46,<0.02,<0.01,2.3,1.37,8.66,24,29,,,,925637,5.83
Parnka Point,Laboratory,ALS,22/09/2021,355237,6025730,70800,16.4,198,38400,0.64,<0.02,<0.01,2.6,1.81,7.77,22,26,7,<1,2,948482,6.53
Parnka Point,Laboratory,ALS,26/10/2021,355237,6025730,86400,10.6,232,41200,0.46,<0.02,<0.01,2.2,1.11,8.26,27,31,2,<1,7,1178925,11.42
Parnka Point,Laboratory,ALS,16/11/2021,355237,6025730,84600,13.3,195,34700,1.17,<0.02,0.03,3.5,0.34,7.76,26,30,4,<1,<1,324095,4.19
Parnka Point,Laboratory,ALS,14/12/2021,355237,6025730,99000,32.5,225,52600,2.9,<0.02,0.03,4,3.26,7.96,40,57,16,3,25,1556163,28.16
Parnka Point,Laboratory,ALS,20/01/2022,355237,6025730,82500,15.2,169,36500,1.41,<0.02,<0.01,2.5,1.78,7.97,29,33,7,<1,4,518259,10.88
Parnka Point,Laboratory,AWQC,21/01/2022,355237,6025730,,,,,,<0.005,<0.003,1.52,,,,,13.5,,4.76,,
Parnka Point,Laboratory,ALS,22/02/2022,355237,6025730,70200,21.6,196,33200,0.54,<0.02,<0.01,1.4,0.15,7.79,26,28,8,<2,3,520635,8.74
Parnka Point,Laboratory,AWQC,23/02/2022,355237,6025730,,,,,,0.005,<0.003,2.95,0.129,,,,11.2,,8.32,,
Parnka Point,Laboratory,ALS,16/03/2022,355237,6025730,88400,12.8,200,33900,2.84,<0.02,<0.01,3.9,1.43,8.1,32,40,25,<2,5,172479,8.42
Parnka Point,Laboratory,ALS,20/04/2022,355237,6025730,49100,12.7,158,25300,0.46,0.02,<0.01,0.7,0.04,8.14,21,22,10,4,4,353027,16.6
Parnka Point,Laboratory,ALS,19/05/2022,355237,6025730,20800,5.6,155,11100,0.22,0.16,0.02,2.6,0.28,8.04,16,17,2,<1,1,129748,3.83
Parnka Point,Laboratory,ALS,2/06/2022,355237,6025730,25300,12.1,143,14000,1.16,0.07,0.07,4.3,0.1,8.24,16,16,4,<1,4,152879,3.29
Parnka Point,Laboratory,ALS,21/07/2022,355237,6025730,60900,10.9,176,29200,1.85,<0.02,<0.01,4.9,0.21,,28,32,,,,1331388,33.96
Parnka Point,Laboratory,ALS,31/08/2022,355237,6025730,54900,8.7,171,21100,0.81,<0.02,<0.01,3,<0.1,,22,24,5,<1,2,177212,4.41
Parnka Point,Laboratory,ALS,29/09/2022,355237,6025730,54500,21.2,212,31000,0.55,<0.02,0.02,1.9,<0.1,,22,30,13,2,5,445603,7.2
Parnka Point,Laboratory,AWQC,9/11/2022,355237,6025730,49600,4.3,186,28500,<0.05,0.033,0.003,2.07,0.131,8.4,16.4,18.6,8.64,,2.42,466000,
Parnka Point,Laboratory,AWQC,24/11/2022,355237,6025730,40100,4.7,163,22000,<0.05,0.037,<0.5,2.07,0.048,8.1,14.2,16.3,9.97,,3.6,330000,
Parnka Point,Laboratory,AWQC,20/12/2022,355237,6025730,51000,7.6,176,25300,0.5,0.028,0.003,2.74,0.09,8.2,16.8,19.5,19.3,,7.46,800000,
Parnka Point,Laboratory,AWQC,20/01/2023,355237,6025730,45600,21,181,23500,0.07,0.091,0.003,3.8,0.19,8,18.8,22.8,35.2,,19.1,361000,
Parnka Point,Laboratory,AWQC,15/02/2023,355237,6025730,44500,8.1,178,24300,1.28,0.03,0.006,2.89,0.087,7.9,17.3,20,12,,7.01,274000,
Parnka Point,Laboratory,AWQC,16/03/2023,355237,6025730,61100,10,206,33400,2.64,0.028,0.009,2.7,0.063,8,20.2,20.5,53.4,,26,1010000,
Parnka Point,Laboratory,AWQC,13/04/2023,355237,6025730,59300,110,205,32000,4.96,0.149,0.009,5.1,0.326,7.8,19.5,34.8,85.3,,87.7,1780000,
Parnka Point,Laboratory,AWQC,19/05/2023,355237,6025730,58700,9.8,211,30300,5.79,0.033,<0.0005,4.64,0.215,7.9,20,23.3,60.7,,22.3,1130000,
Parnka Point,Laboratory,AWQC,28/06/2023,355237,6025730,44400,12,179,23500,3.8,0.016,0.024,3.39,0.092,7.8,17.3,21.8,93.6,,33.1,705000,
Parnka Point,Laboratory,AWQC,27/07/2023,355237,6025730,50000,8.9,193,25200,5.31,0.018,0.003,3.32,0.121,8,21.4,25,97.5,,38.4,1320000,
Parnka Point,Laboratory,AWQC,16/08/2023,355237,6025730,52100,11,204,25400,5.32,0.023,0.004,3.95,0.108,8.1,21.8,26.4,112,,43.4,1200000,
Parnka Point,Laboratory,AWQC,28/09/2023,355237,6025730,54500,13,200,26800,5.49,82,0.004,4.44,0.118,8.4,23.5,27.6,68.2,,21.9,1130000,
Parnka Point,Laboratory,AWQC,20/03/2024,355237,6025730,84000,18,171,37300,8.22,16,10.5,7.01,0.184,8.1,31.9,39.5,36,,13.9,2510000,
Parnka Point,Laboratory,AWQC,8/05/2024,355237,6025730,55400,24,161,32800,7.14,18,1.4,5.06,0.283,7.9,23.6,29.7,33,,13.6,3000000,
Salt Creek Outlet,Laboratory,AWQC,22/01/2020,377245,6000265,117000,16,226,59100,4.91,0.047,0.003,4.18,0.256,8,29.2,36.9,83.4,,13.4,,
Salt Creek Outlet,Laboratory,AWQC,18/02/2020,377245,6000265,123000,16,217,57400,5.79,0.07,0.004,6.6,0.235,7.9,26.3,36.9,80.1,,13.6,,
Salt Creek Outlet,Laboratory,AWQC,17/03/2020,377245,6000265,128000,13,223,65500,5.01,0.083,0.005,6.13,0.156,7.9,27.2,35.7,65.8,,12.7,,
Salt Creek Outlet,Laboratory,AWQC,15/04/2020,377245,6000265,133000,12,230,70500,4.74,0.112,0.009,5.89,0.089,7.8,28.6,36.3,63.1,,7.08,,
Salt Creek Outlet,Laboratory,AWQC,12/05/2020,377245,6000265,110000,9.3,210,56500,2.25,0.02,0.009,5.25,0.356,7.9,24.5,29.9,28.5,,11.1,,
Salt Creek Outlet,Laboratory,AWQC,11/06/2020,377245,6000265,91700,6.9,215,48700,2.33,0.029,0.009,4.61,0.25,7.9,22.1,25.5,34.9,,6.63,,
Salt Creek Outlet,Laboratory,AWQC,24/06/2020,377245,6000265,69900,4.9,254,33600,3.77,0.007,0.005,3.33,0.103,8.1,21.1,23.6,25,,6.21,,
Salt Creek Outlet,Laboratory,ALS,7/07/2020,377245,6000265,87300,6.3,221,,0.78,0.02,<0.01,3.6,2.04,8.32,31,40,15,1,2,888921,
Salt Creek Outlet,Laboratory,ALS,22/07/2020,377245,6000265,81200,7.4,225,48500,0.93,<0.02,0.01,4.2,2.21,8.56,28,32,7,<1,<1,1663894,
Salt Creek Outlet,Laboratory,ALS,5/08/2020,377245,6000265,71100,6.9,268,39200,2.9,,,,,8.57,,,,,,1535527,34.31
Salt Creek Outlet,Laboratory,ALS,26/08/2020,377245,6000265,79700,8.5,258,46200,1.03,<0.02,<0.01,3.7,0.88,8.66,31,34,10,<1,<1,1911599,50.93
Salt Creek Outlet,Laboratory,ALS,9/09/2020,377245,6000265,85100,8.9,212,48100,0.32,<0.02,<0.01,3.5,1.52,8.65,29,50,13,1,2,560347,17.84
Salt Creek Outlet,Laboratory,ALS,30/09/2020,377245,6000265,77600,8.6,227,45400,1.12,<0.02,<0.01,3.6,0.79,8.44,,34,8,<1,2,1730947,183.44
Salt Creek Outlet,Laboratory,ALS,21/10/2020,377245,6000265,80800,8,257,39500,1.88,<0.02,<0.01,4.3,0.88,8.47,27,33,6,<1,2,2327214,47
Salt Creek Outlet,Laboratory,ALS,17/11/2020,377245,6000265,85200,11.5,239,48500,0.41,<0.02,<0.01,3.6,2.48,7.64,31,39,12,2,7,677027,15.7
Salt Creek Outlet,Laboratory,ALS,1/12/2020,377245,6000265,78600,11.6,240,48600,1.07,<0.02,<0.01,5.6,0.99,7.71,31,42,12,1,3,2321016,43.61
Salt Creek Outlet,Laboratory,ALS,3/02/2021,377245,6000265,102000,19.8,235,64400,3.88,<0.02,<0.01,12.8,1.23,7.98,39,52,28,<2,10,517368,51.79
Salt Creek Outlet,Laboratory,ALS,24/02/2021,377245,6000265,116000,14.3,230,75200,4.77,<0.02,<0.01,2.1,0.03,8.45,40,56,30,2,20,360161,46.81
Salt Creek Outlet,Laboratory,ALS,17/03/2021,377245,6000265,110000,11.7,246,62300,5.27,<0.02,<0.01,3.2,0.2,8.43,45,57,17,2,2,534360,25.67
Salt Creek Outlet,Laboratory,ALS,7/04/2021,377245,6000265,118000,13.1,242,72000,5.77,<0.02,<0.01,2.5,0.21,8.52,44,50,32,2,<1,366690,24.93
Salt Creek Outlet,Laboratory,ALS,12/05/2021,377245,6000265,109000,9.7,236,63600,3.39,<0.02,<0.01,2.9,4.5,8.43,46,52,13,<1,3,333076,9.73
Salt Creek Outlet,Laboratory,ALS,21/06/2021,377245,6000265,109000,5.9,200,51600,1.79,<0.02,0.02,2.8,1.62,7.49,32,38,22,<1,2,1220568,13.81
Salt Creek Outlet,Laboratory,ALS,28/06/2021,377245,6000265,103000,11.2,216,56200,1.77,<0.02,<0.01,1.4,5.13,7.45,30,35,20,2,18,1733141,16.47
Salt Creek Outlet,Laboratory,ALS,13/07/2021,377245,6000265,95500,6.9,223,47600,1.16,<0.02,0.01,2.8,0.2,7.4,32,37,10,<1,2,1125123,23.22
Salt Creek Outlet,Laboratory,ALS,9/08/2021,377245,6000265,72600,22.9,197,46600,1.24,<0.02,<0.01,2.9,0.34,9.07,28,32,12,<1,2,1393962,10.06
Salt Creek Outlet,Laboratory,ALS,24/08/2021,377245,6000265,70500,10.5,234,41700,1.66,<0.02,<0.01,1.7,1,7.54,26,31,7,<1,2,635905,6.09
Salt Creek Outlet,Laboratory,ALS,8/09/2021,377245,6000265,36500,6.2,302,20600,5.68,<0.02,0.04,0.5,0.32,7.8,16,18,,,,553796,3.75
Salt Creek Outlet,Laboratory,ALS,22/09/2021,377245,6000265,27700,4.9,326,14600,4.46,<0.02,<0.01,2,0.25,8.29,15,16,2,<1,<1,564640,3.31
Salt Creek Outlet,Laboratory,ALS,26/10/2021,377245,6000265,74100,8.2,260,38400,1.41,0.18,<0.01,1.1,0.22,8.5,27,31,7,1,3,1316938,12.95
Salt Creek Outlet,Laboratory,ALS,16/11/2021,377245,6000265,77800,14.7,238,32300,2.26,<0.02,0.04,2.9,0.71,7.86,26,34,17,<1,11,561507,15.09
Salt Creek Outlet,Laboratory,ALS,14/12/2021,377245,6000265,83000,16.6,223,37600,3.84,<0.02,<0.01,3.1,3.17,8.02,32,45,11,<2,5,719495,30.04
Salt Creek Outlet,Laboratory,ALS,20/01/2022,377245,6000265,106000,25.2,211,44100,5.73,<0.02,<0.01,4.5,2.23,9.6,39,55,20,2,15,3434580,84.22
Salt Creek Outlet,Laboratory,ALS,22/02/2022,377245,6000265,118000,25.3,250,57700,7.9,<0.02,<0.01,4.4,1.78,8.8,43,59,57,6,24,848851,27.18
Salt Creek Outlet,Laboratory,ALS,16/03/2022,377245,6000265,115000,27.4,243,52000,8.44,<0.02,<0.01,4.9,3.46,10.07,42,57,80,2,6,1304895,43.33
Salt Creek Outlet,Laboratory,ALS,20/04/2022,377245,6000265,92000,22.8,294,50300,7.53,0.02,<0.01,4.1,0.91,11.2,39,46,31,<1,20,388562,25.8
Salt Creek Outlet,Laboratory,ALS,19/05/2022,377245,6000265,88500,28.6,227,57100,4.99,<0.02,<0.01,6.6,0.45,7.13,40,47,16,1,7,704367,32.36
Salt Creek Outlet,Laboratory,ALS,2/06/2022,377245,6000265,82400,8.4,212,53900,5.56,0.04,0.04,8.6,0.2,7.54,38,45,21,2,14,566442,16.1
Salt Creek Outlet,Laboratory,ALS,21/07/2022,377245,6000265,78300,12.2,181,34700,3.2,<0.02,<0.01,5.4,0.27,,30,36,,,,990513,14.48
Salt Creek Outlet,Laboratory,ALS,31/08/2022,377245,6000265,74800,9.2,199,30900,1.72,<0.02,<0.01,3.9,<0.1,,28,31,11,2,2,239042,16.38
Salt Creek Outlet,Laboratory,ALS,29/09/2022,377245,6000265,63700,12.1,205,37000,0.65,<0.02,<0.01,3,0.11,,30,35,10,2,4,647131,8.56
Salt Creek Outlet,Laboratory,AWQC,9/11/2022,377245,6000265,66600,6.8,218,35800,1.56,0.024,0.003,<0.05,0.31,8.1,20.2,22.4,15.9,,7.15,514000,
Salt Creek Outlet,Laboratory,AWQC,24/11/2022,377245,6000265,65300,9.8,219,34300,2.22,0.034,0.003,3.63,0.14,8.1,17.5,22.4,28.2,,9.54,1650000,
Salt Creek Outlet,Laboratory,AWQC,20/12/2022,377245,6000265,67300,9.3,219,34300,4.64,0.034,0.007,3.93,0.166,8.2,18.6,23.2,33.3,,12.5,1430000,
Salt Creek Outlet,Laboratory,AWQC,20/01/2023,377245,6000265,75600,11,218,38600,5.57,0.065,0.005,4.64,0.209,8.1,22.1,31,65.5,,23.1,1680000,
Salt Creek Outlet,Laboratory,AWQC,15/02/2023,377245,6000265,73800,9.3,233,36000,6.86,0.04,0.006,4.33,0.129,8.1,18.8,29,52,,16.7,1120000,
Salt Creek Outlet,Laboratory,AWQC,16/03/2023,377245,6000265,82900,14,238,40600,5.95,0.046,0.006,4.45,0.148,8.1,23,29.1,76.7,,25.7,995000,
Salt Creek Outlet,Laboratory,AWQC,13/04/2023,377245,6000265,88700,13,242,46400,6.39,0.043,<0.0005,3.54,0.172,8,23.4,33,53,,19.5,1100000,
Salt Creek Outlet,Laboratory,AWQC,19/05/2023,377245,6000265,71700,7.6,236,39100,6.46,0.03,<0.0005,5.15,0.061,8.1,21,26.8,56.5,,16.8,846000,
Salt Creek Outlet,Laboratory,AWQC,28/06/2023,377245,6000265,41500,8.9,241,21300,7.22,3,0.01,1.86,0.057,8.1,16.1,20.6,59.1,,18.6,760000,
Salt Creek Outlet,Laboratory,AWQC,27/07/2023,377245,6000265,31200,6.9,291,15000,10.4,0.01,0.145,2.65,0.081,8.2,15.8,19.4,59.9,,20.7,728000,
Salt Creek Outlet,Laboratory,AWQC,16/08/2023,377245,6000265,49400,8.5,237,24900,7.24,23,<0.0005,3.79,0.053,8.1,20.2,24.8,132,,41.9,1430000,
Salt Creek Outlet,Laboratory,AWQC,28/09/2023,377245,6000265,10600,3,354,4050,10.2,41,<0.0005,1.22,<0.005,8.6,10.8,11.6,3.08,,0.88,154000,
Salt Creek Outlet,Laboratory,AWQC,21/03/2024,377245,6000265,45500,12,372,22400,15.4,8,5.2,2.83,0.097,8.1,26.2,33.8,57.3,,34.7,2440000,
Salt Creek Outlet,Laboratory,AWQC,9/05/2024,377245,6000265,97000,17,263,50800,16.8,<1,1.2,6.71,0.24,7.9,36.3,48.2,124,,73.3,6720000,
Seagull Island,Laboratory,AWQC,22/01/2020,372453,6005680,115000,16,216,59000,4.14,0.038,0.004,6.16,0.18,7.9,26.8,36.3,75.3,,13.5,,
Seagull Island,Laboratory,AWQC,18/02/2020,372453,6005680,123000,15,212,59800,3.88,0.058,0.002,5.97,0.239,8,26.2,36.9,72.4,,10.4,,
Seagull Island,Laboratory,AWQC,17/03/2020,372453,6005680,128000,14,220,64200,4.05,0.069,0.002,6.2,0.164,7.9,27.5,35.1,57,,15.8,,
Seagull Island,Laboratory,AWQC,15/04/2020,372453,6005680,128000,12,222,64000,2.61,0.079,0.004,5.52,0.179,7.9,26.3,33.2,35.8,,5.76,,
Seagull Island,Laboratory,AWQC,12/05/2020,372453,6005680,98000,8.8,206,43600,1.68,0.017,0.002,4.48,0.192,8,22.2,26.6,27.1,,7.66,,
Seagull Island,Laboratory,AWQC,11/06/2020,372453,6005680,95700,7.6,207,47600,1.56,0.014,0.8,4.94,0.234,7.9,22,26.3,30,,5.54,,
Seagull Island,Laboratory,AWQC,24/06/2020,372453,6005680,96600,6.7,204,47600,1.43,0.011,0.004,4.3,0.181,8,22.6,26.5,37.8,,7.74,,
Seagull Island,Laboratory,ALS,7/07/2020,372453,6005680,87800,6.6,219,,0.51,0.02,<0.01,3.4,1.48,8.47,30,36,12,1,7,1989724,
Seagull Island,Laboratory,ALS,22/07/2020,372453,6005680,84800,8.4,220,49100,0.57,<0.02,<0.01,3.9,2.59,8.57,27,32,8,<1,3,2372431,
Seagull Island,Laboratory,ALS,5/08/2020,372453,6005680,85100,8.9,222,49800,0.71,<0.02,<0.01,3.9,2.17,8.6,28,35,11,<1,2,636486,21.75
Seagull Island,Laboratory,ALS,26/08/2020,372453,6005680,84200,7.7,240,46700,0.28,<0.02,<0.01,3.9,1.26,8.64,31,37,8,<1,3,1741678,207.64
Seagull Island,Laboratory,ALS,9/09/2020,372453,6005680,91800,8.8,210,47700,0.08,<0.02,<0.01,3.7,1.26,8.64,30,37,10,<1,4,1469661,18.86
Seagull Island,Laboratory,ALS,30/09/2020,372453,6005680,87200,9.4,210,50000,0.06,<0.02,<0.01,3.6,1.48,8.6,,34,7,<1,2,1643448,20.38
Seagull Island,Laboratory,ALS,21/10/2020,372453,6005680,83500,8.2,238,42500,0.38,<0.02,<0.01,4.3,1.67,8.58,28,35,6,<1,2,1046827,18.12
Seagull Island,Laboratory,ALS,17/11/2020,372453,6005680,95200,13.9,238,48200,0.26,<0.02,0.01,3.6,2.3,8.17,31,39,13,2,5,1137320,21.16
Seagull Island,Laboratory,ALS,1/12/2020,372453,6005680,90000,13.6,235,43800,0.86,<0.02,<0.01,3.1,0.44,8.14,30,43,16,<2,5,1727750,19.38
Seagull Island,Laboratory,ALS,3/02/2021,372453,6005680,131000,18.4,233,66500,3.83,<0.05,<0.01,<10.0,2.25,7.92,38,54,30,2,17,862029,37.83
Seagull Island,Laboratory,ALS,24/02/2021,372453,6005680,119000,13.1,230,75700,4.73,<0.02,<0.01,1.9,0.07,8.65,40,54,44,<2,9,458122,29.86
Seagull Island,Laboratory,ALS,17/03/2021,372453,6005680,116000,12.8,222,69300,4.69,<0.02,<0.01,4,0.22,8.69,47,58,23,<2,2,461890,44.94
Seagull Island,Laboratory,ALS,7/04/2021,372453,6005680,126000,15.2,201,73600,4.84,<0.02,<0.01,2.8,0.22,8.78,46,54,38,2,3,113830,18.99
Seagull Island,Laboratory,ALS,12/05/2021,372453,6005680,105000,10.5,230,60100,3.33,<0.02,<0.01,3.1,4.64,8.45,46,50,12,<1,2,544292,8.97
Seagull Island,Laboratory,ALS,21/06/2021,372453,6005680,106000,7.9,199,54200,1.75,<0.02,<0.01,2.9,1.26,7.24,34,38,15,<1,4,829970,13.01
Seagull Island,Laboratory,ALS,28/06/2021,372453,6005680,94100,10.9,210,54400,1.45,<0.02,<0.01,1.1,4.27,7.29,29,34,14,2,7,1342788,21.06
Seagull Island,Laboratory,ALS,13/07/2021,372453,6005680,95600,5.8,222,48000,1.2,<0.02,<0.01,2.2,0.89,7.22,32,36,11,<1,2,1117751,10.52
Seagull Island,Laboratory,ALS,9/08/2021,372453,6005680,75200,11.4,182,44600,0.96,<0.02,<0.01,4.1,0.52,8.51,26,30,16,1,4,1234112,9.58
Seagull Island,Laboratory,ALS,24/08/2021,372453,6005680,77200,10.9,211,41400,1.12,<0.02,<0.01,2,1.02,7.64,25,30,7,<1,2,1313445,9.47
Seagull Island,Laboratory,ALS,8/09/2021,372453,6005680,74400,7.5,232,41600,1.95,<0.02,<0.01,2.3,1.53,10.88,24,30,,,,1046917,7.43
Seagull Island,Laboratory,ALS,22/09/2021,372453,6005680,68000,11.2,238,36600,1.65,<0.02,<0.01,2.7,1.64,7.79,23,27,6,1,9,1087650,8.06
Seagull Island,Laboratory,ALS,26/10/2021,372453,6005680,77300,8.6,263,41100,1.16,0.02,<0.01,1.2,0.08,8.25,26,30,5,<1,<1,1364535,12.15
Seagull Island,Laboratory,ALS,16/11/2021,372453,6005680,91500,14.2,240,33000,2.18,0.08,0.03,4.3,0.33,7.78,26,33,22,<1,7,794212,11.83
Seagull Island,Laboratory,ALS,14/12/2021,372453,6005680,91000,18.4,224,38600,4.27,<0.02,<0.01,3,1,8.17,33,46,30,4,12,2251976,50.43
Seagull Island,Laboratory,ALS,20/01/2022,372453,6005680,103000,27,208,48500,6,<0.02,<0.01,4.8,3.16,8.61,40,58,25,5,64,2375645,63.21
Seagull Island,Laboratory,ALS,22/02/2022,372453,6005680,121000,27.6,243,57300,8.05,<0.02,<0.01,5.8,1.84,8.36,42,61,41,4,48,902265,35.66
Seagull Island,Laboratory,ALS,16/03/2022,372453,6005680,122000,30.5,240,52500,8.13,<0.02,<0.01,4.4,3.52,8.99,42,57,78,<2,<2,2952159,72.79
Seagull Island,Laboratory,ALS,20/04/2022,372453,6005680,124000,24.9,245,64500,8.13,<0.02,<0.01,4,2.52,11.2,45,56,27,<1,54,131035,23.78
Seagull Island,Laboratory,ALS,19/05/2022,372453,6005680,77600,9.4,218,50700,4.17,<0.02,<0.01,8,0.44,7.45,38,43,10,2,8,583534,8.83
Seagull Island,Laboratory,ALS,2/06/2022,372453,6005680,71700,10.1,201,49600,4.93,<0.02,0.02,7,0.25,7.58,35,38,15,2,12,498063,9.01
Snipe Point,Laboratory,AWQC,22/01/2020,374406,6002900,117000,14,226,58300,4.95,0.028,0.004,6.01,0.231,8,27.2,35.3,75.1,,12.6,,
Snipe Point,Laboratory,AWQC,18/02/2020,374406,6002900,126000,19,213,47700,4.28,0.061,0.002,6.57,0.282,7.9,25.7,36.7,67.9,,11.3,,
Snipe Point,Laboratory,AWQC,17/03/2020,374406,6002900,129000,13,222,67000,4.88,0.081,0.004,6.12,0.189,7.9,28.4,35.4,60.5,,18.4,,
Snipe Point,Laboratory,AWQC,15/04/2020,374406,6002900,133000,12,229,63200,3.61,0.082,0.004,5.61,0.08,7.9,28.6,35.1,46,,6.02,,
Snipe Point,Laboratory,AWQC,12/05/2020,374406,6002900,106000,8.8,210,46500,1.99,0.016,0.9,4.75,0.19,8,23.6,28.4,29.9,,6.49,,
Snipe Point,Laboratory,AWQC,11/06/2020,374406,6002900,99900,7.5,206,49100,1.93,0.012,0.002,5.13,0.227,7.9,22.8,27.6,43.5,,6.53,,
Snipe Point,Laboratory,AWQC,24/06/2020,374406,6002900,69900,4.9,254,33600,3.77,0.007,0.005,3.33,0.103,8.1,21.1,23.6,25,,6.21,,
Snipe Point,Laboratory,ALS,7/07/2020,374406,6002900,85600,7.5,215,,0.74,0.02,<0.01,3.9,2.37,8.43,30,37,18,2,9,1337029,
Snipe Point,Laboratory,ALS,22/07/2020,374406,6002900,91300,8.6,224,49900,0.95,<0.02,<0.01,4.1,3.64,8.53,27,33,10,<1,3,2466143,
Snipe Point,Laboratory,ALS,5/08/2020,374406,6002900,98600,10,223,49900,0.89,<0.02,<0.01,4,2.32,8.67,26,34,14,<1,6,816764,24.66
Snipe Point,Laboratory,ALS,26/08/2020,374406,6002900,82100,8.1,241,47800,0.37,<0.02,<0.01,4.2,1.35,8.64,32,36,9,<1,1,558300,15.46
